country_or_area,year,value,category
Russian Federation,2009,3377.825985,Perfluorocarbons
Russian Federation,2008,4907.412998,Perfluorocarbons
Russian Federation,2007,5017.827169,Perfluorocarbons
Russian Federation,2006,5552.349349,Perfluorocarbons
Russian Federation,2005,6345.053353,Perfluorocarbons
Russian Federation,2004,6651.693947,Perfluorocarbons
Russian Federation,2003,6731.207013,Perfluorocarbons
Russian Federation,2002,7313.252585,Perfluorocarbons
Russian Federation,2001,9045.444146,Perfluorocarbons
Russian Federation,2000,9894.71603,Perfluorocarbons
Russian Federation,1999,9617.094706,Perfluorocarbons
Russian Federation,1998,9883.492981,Perfluorocarbons
Russian Federation,1997,10243.9756,Perfluorocarbons
Russian Federation,1996,11842.59773,Perfluorocarbons
Russian Federation,1995,13456.58503,Perfluorocarbons
Russian Federation,1994,13936.46826,Perfluorocarbons
Russian Federation,1993,14334.64968,Perfluorocarbons
Russian Federation,1992,14706.10472,Perfluorocarbons
Russian Federation,1991,16204.11223,Perfluorocarbons
Russian Federation,1990,15122.40996,Perfluorocarbons
Slovakia,2014,11.14750059,Perfluorocarbons
Slovakia,2013,9.810447002,Perfluorocarbons
Slovakia,2012,25.66258293,Perfluorocarbons
Slovakia,2011,20.10596254,Perfluorocarbons
Slovakia,2010,25.01183735,Perfluorocarbons
Slovakia,2009,21.00085276,Perfluorocarbons
Slovakia,2008,42.75818013,Perfluorocarbons
Slovakia,2007,29.42372426,Perfluorocarbons
Slovakia,2006,42.46776453,Perfluorocarbons
Slovakia,2005,24.15865577,Perfluorocarbons
Slovakia,2004,23.62605317,Perfluorocarbons
Slovakia,2003,26.45143964,Perfluorocarbons
Slovakia,2002,17.18324773,Perfluorocarbons
Slovakia,2001,16.01973104,Perfluorocarbons
Slovakia,2000,14.90780761,Perfluorocarbons
Slovakia,1999,16.26972049,Perfluorocarbons
Slovakia,1998,29.09970584,Perfluorocarbons
Slovakia,1997,40.1558271,Perfluorocarbons
Slovakia,1996,40.72407398,Perfluorocarbons
Slovakia,1995,132.645162,Perfluorocarbons
Slovakia,1994,153.227496,Perfluorocarbons
Slovakia,1993,180.322602,Perfluorocarbons
Slovakia,1992,288.235869,Perfluorocarbons
Slovakia,1991,309.725091,Perfluorocarbons
Slovakia,1990,314.863818,Perfluorocarbons
Slovenia,2014,15.22146326,Perfluorocarbons
Slovenia,2013,15.31451867,Perfluorocarbons
Slovenia,2012,18.10976635,Perfluorocarbons
Slovenia,2011,20.157409,Perfluorocarbons
Slovenia,2010,9.639797382,Perfluorocarbons
Slovenia,2009,5.236511635,Perfluorocarbons
Slovenia,2008,14.73526043,Perfluorocarbons
Slovenia,2007,99.68026301,Perfluorocarbons
Slovenia,2006,134.2605413,Perfluorocarbons
Slovenia,2005,142.1288972,Perfluorocarbons
Slovenia,2004,140.6940434,Perfluorocarbons
Slovenia,2003,139.4389754,Perfluorocarbons
Slovenia,2002,135.0698561,Perfluorocarbons
Slovenia,2001,129.2604074,Perfluorocarbons
Slovenia,2000,129.74951,Perfluorocarbons
Slovenia,1999,128.2922728,Perfluorocarbons
Slovenia,1998,128.0821583,Perfluorocarbons
Slovenia,1997,128.1913945,Perfluorocarbons
Slovenia,1996,127.6687322,Perfluorocarbons
Slovenia,1995,128.143385,Perfluorocarbons
Slovenia,1994,128.1750674,Perfluorocarbons
Slovenia,1993,128.2539818,Perfluorocarbons
Slovenia,1992,128.1793435,Perfluorocarbons
Slovenia,1991,129.4046551,Perfluorocarbons
Slovenia,1990,207.5896321,Perfluorocarbons
Spain,2014,66.1053475,Perfluorocarbons
Spain,2013,70.74693817,Perfluorocarbons
Spain,2012,57.91118509,Perfluorocarbons
Spain,2011,93.32963189,Perfluorocarbons
Spain,2010,108.255551,Perfluorocarbons
Spain,2009,123.1242162,Perfluorocarbons
Spain,2008,182.1931892,Perfluorocarbons
Spain,2007,188.294767,Perfluorocarbons
Spain,2006,198.6515244,Perfluorocarbons
Spain,2005,212.887732,Perfluorocarbons
Spain,2004,261.6416731,Perfluorocarbons
Spain,2003,270.2601904,Perfluorocarbons
Spain,2002,282.2264768,Perfluorocarbons
Spain,2001,274.5556134,Perfluorocarbons
Spain,2000,496.1235639,Perfluorocarbons
Spain,1999,856.9221174,Perfluorocarbons
Spain,1998,943.5320815,Perfluorocarbons
Spain,1997,1025.73763,Perfluorocarbons
Spain,1996,1002.132502,Perfluorocarbons
Spain,1995,1055.368087,Perfluorocarbons
Spain,1994,1038.453347,Perfluorocarbons
Spain,1993,1065.87727,Perfluorocarbons
Spain,1992,1026.322654,Perfluorocarbons
Spain,1991,1087.132616,Perfluorocarbons
Spain,1990,1164.375877,Perfluorocarbons
Sweden,2014,81.69793877,Perfluorocarbons
Sweden,2013,51.00053838,Perfluorocarbons
Sweden,2012,78.28462007,Perfluorocarbons
Sweden,2011,212.9539338,Perfluorocarbons
Sweden,2010,184.8178235,Perfluorocarbons
Sweden,2009,46.23491658,Perfluorocarbons
Sweden,2008,269.000243,Perfluorocarbons
Sweden,2007,294.2438553,Perfluorocarbons
Sweden,2006,286.7614472,Perfluorocarbons
Sweden,2005,295.4742162,Perfluorocarbons
Sweden,2004,292.2962136,Perfluorocarbons
Sweden,2003,297.779831,Perfluorocarbons
Sweden,2002,301.1122501,Perfluorocarbons
Sweden,2001,271.4536935,Perfluorocarbons
Sweden,2000,277.0648772,Perfluorocarbons
Sweden,1999,335.767287,Perfluorocarbons
Sweden,1998,313.834951,Perfluorocarbons
Sweden,1997,322.87337,Perfluorocarbons
Sweden,1996,349.4087222,Perfluorocarbons
Sweden,1995,395.5458166,Perfluorocarbons
Sweden,1994,358.4492204,Perfluorocarbons
Sweden,1993,334.5433524,Perfluorocarbons
Sweden,1992,290.1769975,Perfluorocarbons
Sweden,1991,437.6945094,Perfluorocarbons
Sweden,1990,433.7187257,Perfluorocarbons
Switzerland,2014,43.88361431,Perfluorocarbons
Switzerland,2013,51.96301863,Perfluorocarbons
Switzerland,2012,71.32658903,Perfluorocarbons
Switzerland,2011,67.77607124,Perfluorocarbons
Switzerland,2010,64.56751359,Perfluorocarbons
Switzerland,2009,62.9883338,Perfluorocarbons
Switzerland,2008,57.914205,Perfluorocarbons
Switzerland,2007,49.11369658,Perfluorocarbons
Switzerland,2006,51.52767044,Perfluorocarbons
Switzerland,2005,44.18818148,Perfluorocarbons
Switzerland,2004,65.30501823,Perfluorocarbons
Switzerland,2003,61.6701033,Perfluorocarbons
Switzerland,2002,32.87235917,Perfluorocarbons
Switzerland,2001,27.81519011,Perfluorocarbons
Switzerland,2000,49.90219891,Perfluorocarbons
Switzerland,1999,25.58130347,Perfluorocarbons
Switzerland,1998,23.83142742,Perfluorocarbons
Switzerland,1997,21.0263109,Perfluorocarbons
Switzerland,1996,20.41906248,Perfluorocarbons
Switzerland,1995,17.4923714,Perfluorocarbons
Switzerland,1994,20.8707381,Perfluorocarbons
Switzerland,1993,34.69843227,Perfluorocarbons
Switzerland,1992,80.60876316,Perfluorocarbons
Switzerland,1991,98.50553553,Perfluorocarbons
Switzerland,1990,116.5152497,Perfluorocarbons
Turkey,2006,450.0584354,Perfluorocarbons
Turkey,2005,559.9661865,Perfluorocarbons
Turkey,2004,600.7767071,Perfluorocarbons
Turkey,2003,595.3305589,Perfluorocarbons
Turkey,2002,595.9208757,Perfluorocarbons
Turkey,2001,592.2020138,Perfluorocarbons
Turkey,2000,591.3823492,Perfluorocarbons
Turkey,1999,591.0674554,Perfluorocarbons
Turkey,1998,593.8704504,Perfluorocarbons
Turkey,1997,593.3259996,Perfluorocarbons
Turkey,1996,597.2816454,Perfluorocarbons
Turkey,1995,592.8816836,Perfluorocarbons
Turkey,1994,693.6522608,Perfluorocarbons
Turkey,1993,786.5849064,Perfluorocarbons
Turkey,1992,781.9181986,Perfluorocarbons
Turkey,1991,854.5414389,Perfluorocarbons
Turkey,1990,692.7671315,Perfluorocarbons
Ukraine,2010,26.66730712,Perfluorocarbons
Ukraine,2009,53.9494938,Perfluorocarbons
Ukraine,2008,174.2404624,Perfluorocarbons
Ukraine,2007,154.7116846,Perfluorocarbons
Ukraine,2006,111.1589861,Perfluorocarbons
Ukraine,2005,142.3320504,Perfluorocarbons
Ukraine,2004,93.3364054,Perfluorocarbons
Ukraine,2003,77.15256627,Perfluorocarbons
Ukraine,2002,98.65520791,Perfluorocarbons
Ukraine,2001,112.0798678,Perfluorocarbons
Ukraine,2000,115.7376467,Perfluorocarbons
Ukraine,1999,101.8110919,Perfluorocarbons
Ukraine,1998,120.643618,Perfluorocarbons
Ukraine,1997,146.9929564,Perfluorocarbons
Ukraine,1996,143.2428644,Perfluorocarbons
Ukraine,1995,178.0598023,Perfluorocarbons
Ukraine,1994,161.2218427,Perfluorocarbons
Ukraine,1993,143.5661725,Perfluorocarbons
Ukraine,1992,142.3511431,Perfluorocarbons
Ukraine,1991,188.1991325,Perfluorocarbons
Ukraine,1990,235.8196234,Perfluorocarbons
United Kingdom,2014,278.314969,Perfluorocarbons
United Kingdom,2013,318.7386046,Perfluorocarbons
United Kingdom,2012,255.0552149,Perfluorocarbons
United Kingdom,2011,416.9419297,Perfluorocarbons
United Kingdom,2010,287.708088,Perfluorocarbons
United Kingdom,2009,197.3327479,Perfluorocarbons
United Kingdom,2008,266.2455542,Perfluorocarbons
United Kingdom,2007,287.8388295,Perfluorocarbons
United Kingdom,2006,387.6695142,Perfluorocarbons
United Kingdom,2005,385.1501475,Perfluorocarbons
United Kingdom,2004,433.8538436,Perfluorocarbons
United Kingdom,2003,356.6114744,Perfluorocarbons
United Kingdom,2002,408.2294238,Perfluorocarbons
United Kingdom,2001,485.5873708,Perfluorocarbons
United Kingdom,2000,596.7891851,Perfluorocarbons
United Kingdom,1999,473.9597882,Perfluorocarbons
United Kingdom,1998,493.7321454,Perfluorocarbons
United Kingdom,1997,503.1161567,Perfluorocarbons
United Kingdom,1996,596.3593149,Perfluorocarbons
United Kingdom,1995,596.9372347,Perfluorocarbons
United Kingdom,1994,611.3956788,Perfluorocarbons
United Kingdom,1993,602.7310662,Perfluorocarbons
United Kingdom,1992,690.3528173,Perfluorocarbons
United Kingdom,1991,1385.143658,Perfluorocarbons
United Kingdom,1990,1651.526859,Perfluorocarbons
United States of America,2014,5582.94173,Perfluorocarbons
United States of America,2013,5858.174564,Perfluorocarbons
United States of America,2012,6054.952494,Perfluorocarbons
United States of America,2011,7026.626659,Perfluorocarbons
United States of America,2010,4536.224066,Perfluorocarbons
United States of America,2009,3926.581617,Perfluorocarbons
United States of America,2008,6126.225075,Perfluorocarbons
United States of America,2007,7774.823152,Perfluorocarbons
United States of America,2006,6343.255916,Perfluorocarbons
United States of America,2005,6677.504051,Perfluorocarbons
United States of America,2004,6818.158244,Perfluorocarbons
United States of America,2003,8170.360936,Perfluorocarbons
United States of America,2002,10244.08335,Perfluorocarbons
United States of America,2001,8245.924377,Perfluorocarbons
United States of America,2000,15918.77684,Perfluorocarbons
United States of America,1999,16910.13017,Perfluorocarbons
United States of America,1998,16978.59967,Perfluorocarbons
United States of America,1997,18267.24476,Perfluorocarbons
United States of America,1996,19867.54054,Perfluorocarbons
United States of America,1995,18640.47345,Perfluorocarbons
United States of America,1994,17965.00396,Perfluorocarbons
United States of America,1993,19484.61779,Perfluorocarbons
United States of America,1992,19481.08704,Perfluorocarbons
United States of America,1991,20912.45784,Perfluorocarbons
United States of America,1990,24255.67154,Perfluorocarbons
Australia,2014,129.605354,Sulphur
Australia,2013,128.9446037,Sulphur
Australia,2012,127.5521681,Sulphur
Australia,2011,125.0019448,Sulphur
Australia,2010,121.0316537,Sulphur
Australia,2009,119.4510961,Sulphur
Australia,2008,151.1097127,Sulphur
Australia,2007,162.2184108,Sulphur
Australia,2006,172.513887,Sulphur
Australia,2005,182.064019,Sulphur
Australia,2004,207.7594614,Sulphur
Australia,2003,206.2877456,Sulphur
Australia,2002,202.4834148,Sulphur
Australia,2001,196.5343596,Sulphur
Australia,2000,190.6519354,Sulphur
Australia,1999,196.067201,Sulphur
Australia,1998,223.3185135,Sulphur
Australia,1997,248.4762475,Sulphur
Australia,1996,269.6522103,Sulphur
Australia,1995,302.307983,Sulphur
Australia,1994,282.6408961,Sulphur
Australia,1993,264.7591563,Sulphur
Australia,1992,246.8588488,Sulphur
Australia,1991,228.9448336,Sulphur
Australia,1990,211.0185114,Sulphur
Austria,2014,312.9596646,Sulphur
Austria,2013,304.8690045,Sulphur
Austria,2012,311.8792436,Sulphur
Austria,2011,307.3486854,Sulphur
Austria,2010,335.8706445,Sulphur
Austria,2009,341.6786318,Sulphur
Austria,2008,373.4344819,Sulphur
Austria,2007,367.0066569,Sulphur
Austria,2006,453.4624463,Sulphur
Austria,2005,493.6250143,Sulphur
Austria,2004,484.0066031,Sulphur
Austria,2003,549.4427452,Sulphur
Austria,2002,613.300884,Sulphur
Austria,2001,629.3257066,Sulphur
Austria,2000,574.528064,Sulphur
Austria,1999,676.368455,Sulphur
Austria,1998,869.8823666,Sulphur
Austria,1997,1086.396974,Sulphur
Austria,1996,1176.899675,Sulphur
Austria,1995,1100.107713,Sulphur
Austria,1994,926.1735358,Sulphur
Austria,1993,744.0031319,Sulphur
Austria,1992,656.2717871,Sulphur
Austria,1991,614.1404424,Sulphur
Austria,1990,470.6083777,Sulphur
Belarus,2014,2.426946,Sulphur
Belarus,2013,2.5108728,Sulphur
Belarus,2012,2.460006,Sulphur
Belarus,2011,2.303598,Sulphur
Belarus,2010,2.097258,Sulphur
Belarus,2009,1.4529414,Sulphur
Belarus,2008,1.25343,Sulphur
Belarus,2007,0.541386,Sulphur
Belarus,2006,0.445968,Sulphur
Belarus,2005,0.3534,Sulphur
Belarus,2004,0.244644,Sulphur
Belarus,2003,0.16473,Sulphur
Belarus,2002,0.118104,Sulphur
Belarus,2001,0.11058,Sulphur
Belarus,2000,0.0969,Sulphur
Belarus,1999,0.088692,Sulphur
Belarus,1998,0.066234,Sulphur
Belarus,1997,0.057342,Sulphur
Belarus,1996,0.011172,Sulphur
Belarus,1995,0.00171,Sulphur
Belgium,2014,95.21830217,Sulphur
Belgium,2013,115.7544211,Sulphur
Belgium,2012,110.4287375,Sulphur
Belgium,2011,112.0903451,Sulphur
Belgium,2010,102.026114,Sulphur
Belgium,2009,93.30872132,Sulphur
Belgium,2008,86.88336713,Sulphur
Belgium,2007,78.86347062,Sulphur
Belgium,2006,76.55039445,Sulphur
Belgium,2005,90.68759828,Sulphur
Belgium,2004,90.19769783,Sulphur
Belgium,2003,101.9282965,Sulphur
Belgium,2002,116.1708366,Sulphur
Belgium,2001,139.2199933,Sulphur
Belgium,2000,144.0638139,Sulphur
Belgium,1999,153.6621062,Sulphur
Belgium,1998,295.9486287,Sulphur
Belgium,1997,538.8486668,Sulphur
Belgium,1996,2059.623907,Sulphur
Belgium,1995,2139.733171,Sulphur
Belgium,1994,1930.806446,Sulphur
Belgium,1993,1588.532846,Sulphur
Belgium,1992,1652.692046,Sulphur
Belgium,1991,1492.841246,Sulphur
Belgium,1990,1575.103646,Sulphur
Bulgaria,2014,15.61610035,Sulphur
Bulgaria,2013,19.72156584,Sulphur
Bulgaria,2012,19.29403402,Sulphur
Bulgaria,2011,14.18876523,Sulphur
Bulgaria,2010,12.46781245,Sulphur
Bulgaria,2009,9.515199744,Sulphur
Bulgaria,2008,9.158036327,Sulphur
Bulgaria,2007,8.81427943,Sulphur
Bulgaria,2006,8.483425822,Sulphur
Bulgaria,2005,8.164991167,Sulphur
Bulgaria,2004,8.133666291,Sulphur
Bulgaria,2003,7.687775322,Sulphur
Bulgaria,2002,7.266328282,Sulphur
Bulgaria,2001,6.867985143,Sulphur
Bulgaria,2000,6.491479342,Sulphur
Bulgaria,1999,6.135613744,Sulphur
Bulgaria,1998,5.799256847,Sulphur
Bulgaria,1997,5.481339175,Sulphur
Bulgaria,1996,5.180849882,Sulphur
Bulgaria,1995,4.896833537,Sulphur
Bulgaria,1994,4.628387086,Sulphur
Bulgaria,1993,4.374656981,Sulphur
Bulgaria,1992,4.134836466,Sulphur
Bulgaria,1991,3.908163011,Sulphur
Bulgaria,1990,3.69391589,Sulphur
Canada,2014,362.6316193,Sulphur
Canada,2013,437.981155,Sulphur
Canada,2012,439.6330868,Sulphur
Canada,2011,395.1783483,Sulphur
Canada,2010,440.4213436,Sulphur
Canada,2009,373.8690793,Sulphur
Canada,2008,644.345045,Sulphur
Canada,2007,726.1930767,Sulphur
Canada,2006,1526.739676,Sulphur
Canada,2005,1417.361856,Sulphur
Canada,2004,2339.905616,Sulphur
Canada,2003,2651.435034,Sulphur
Canada,2002,3015.81387,Sulphur
Canada,2001,2557.105643,Sulphur
Canada,2000,2902.963496,Sulphur
Canada,1999,2410.102934,Sulphur
Canada,1998,2357.485855,Sulphur
Canada,1997,1827.63431,Sulphur
Canada,1996,1768.648604,Sulphur
Canada,1995,2275.160033,Sulphur
Canada,1994,2441.744218,Sulphur
Canada,1993,2373.547457,Sulphur
Canada,1992,2557.116649,Sulphur
Canada,1991,3685.243241,Sulphur
Canada,1990,3225.926105,Sulphur
Croatia,2014,6.8416872,Sulphur
Croatia,2013,6.1533552,Sulphur
Croatia,2012,9.2067312,Sulphur
Croatia,2011,9.3654192,Sulphur
Croatia,2010,8.9507328,Sulphur
Croatia,2009,8.02796094,Sulphur
Croatia,2008,11.97608637,Sulphur
Croatia,2007,13.04927755,Sulphur
Croatia,2006,13.0082322,Sulphur
Croatia,2005,13.0268712,Sulphur
Croatia,2004,12.5668812,Sulphur
Croatia,2003,12.2776062,Sulphur
Croatia,2002,12.0117012,Sulphur
Croatia,2001,11.6927862,Sulphur
Croatia,2000,11.6218212,Sulphur
Croatia,1999,11.9926062,Sulphur
Croatia,1998,11.9892432,Sulphur
Croatia,1997,11.4272232,Sulphur
Croatia,1996,11.5695522,Sulphur
Croatia,1995,11.1206772,Sulphur
Croatia,1994,10.6438722,Sulphur
Croatia,1993,10.5307272,Sulphur
Croatia,1992,10.4170122,Sulphur
Croatia,1991,10.3326522,Sulphur
Croatia,1990,10.4500722,Sulphur
Cyprus,2014,0.148329618,Sulphur
Cyprus,2013,0.150255967,Sulphur
Cyprus,2012,0.157513982,Sulphur
Cyprus,2011,0.152255094,Sulphur
Cyprus,2010,0.150711329,Sulphur
Cyprus,2009,0.161123063,Sulphur
Cyprus,2008,0.152532752,Sulphur
Cyprus,2007,0.13847963,Sulphur
Cyprus,2006,0.122611651,Sulphur
Cyprus,2005,0.116017458,Sulphur
Cyprus,2004,0.100125311,Sulphur
Cyprus,2003,0.088985983,Sulphur
Cyprus,2002,0.082089713,Sulphur
Cyprus,2001,0.076551114,Sulphur
Cyprus,2000,0.075500102,Sulphur
Cyprus,1999,0.065149564,Sulphur
Cyprus,1998,0.067339868,Sulphur
Cyprus,1997,0.069531883,Sulphur
Cyprus,1996,0.065959921,Sulphur
Cyprus,1995,0.058149827,Sulphur
Cyprus,1994,0.050310298,Sulphur
Cyprus,1993,0.038500627,Sulphur
Cyprus,1992,0.034246786,Sulphur
Cyprus,1991,0.03008802,Sulphur
Cyprus,1990,0.02576669,Sulphur
Czech Republic,2014,96.01476611,Sulphur
Czech Republic,2013,93.38298613,Sulphur
Czech Republic,2012,90.68095931,Sulphur
Czech Republic,2011,86.43023633,Sulphur
Czech Republic,2010,81.28760275,Sulphur
Czech Republic,2009,97.15415056,Sulphur
Czech Republic,2008,94.39969311,Sulphur
Czech Republic,2007,94.52844329,Sulphur
Czech Republic,2006,109.4122343,Sulphur
Czech Republic,2005,112.3214714,Sulphur
Czech Republic,2004,121.1593439,Sulphur
Czech Republic,2003,145.346001,Sulphur
Czech Republic,2002,121.9502887,Sulphur
Czech Republic,2001,99.53896595,Sulphur
Czech Republic,2000,109.1268727,Sulphur
Czech Republic,1999,96.69280874,Sulphur
Czech Republic,1998,95.75483132,Sulphur
Czech Republic,1997,97.01831085,Sulphur
Czech Republic,1996,99.23982227,Sulphur
Czech Republic,1995,89.64754017,Sulphur
Czech Republic,1994,88.63976178,Sulphur
Czech Republic,1993,87.54961948,Sulphur
Czech Republic,1992,86.35418027,Sulphur
Czech Republic,1991,85.0495119,Sulphur
Czech Republic,1990,85.215,Sulphur
Denmark,2014,132.9591151,Sulphur
Denmark,2013,130.7865881,Sulphur
Denmark,2012,112.1839481,Sulphur
Denmark,2011,69.54178609,Sulphur
Denmark,2010,35.92665871,Sulphur
Denmark,2009,34.36846824,Sulphur
Denmark,2008,29.46004887,Sulphur
Denmark,2007,28.23720645,Sulphur
Denmark,2006,33.62399774,Sulphur
Denmark,2005,20.04608086,Sulphur
Denmark,2004,30.93832102,Sulphur
Denmark,2003,29.59465339,Sulphur
Denmark,2002,23.52901108,Sulphur
Denmark,2001,28.19900163,Sulphur
Denmark,2000,56.14896372,Sulphur
Denmark,1999,62.00540536,Sulphur
Denmark,1998,56.86771969,Sulphur
Denmark,1997,69.87074913,Sulphur
Denmark,1996,58.31300621,Sulphur
Denmark,1995,102.5781996,Sulphur
Denmark,1994,116.5778763,Sulphur
Denmark,1993,96.638085,Sulphur
Denmark,1992,85.1637,Sulphur
Denmark,1991,60.5796,Sulphur
Denmark,1990,42.408,Sulphur
Estonia,2014,2.100390629,Sulphur
Estonia,2013,2.027059901,Sulphur
Estonia,2012,1.876019112,Sulphur
Estonia,2011,1.769774646,Sulphur
Estonia,2010,1.728838614,Sulphur
Estonia,2009,1.37848344,Sulphur
Estonia,2008,1.28760378,Sulphur
Estonia,2007,0.922383804,Sulphur
Estonia,2006,1.10072928,Sulphur
Estonia,2005,1.032746246,Sulphur
Estonia,2004,1.037829506,Sulphur
Estonia,2003,1.272982094,Sulphur
Estonia,2002,1.375176072,Sulphur
Estonia,2001,1.669817006,Sulphur
Estonia,2000,2.610156312,Sulphur
Estonia,1999,2.881315572,Sulphur
Estonia,1998,2.848164372,Sulphur
Estonia,1997,2.850898092,Sulphur
Estonia,1996,3.333134052,Sulphur
Estonia,1995,3.0743691,Sulphur
Estonia,1994,2.967680775,Sulphur
Estonia,1993,1.38651645,Sulphur
Estonia,1992,0.090352125,Sulphur
Estonia,1991,0.0481878,Sulphur
Finland,2014,34.25063652,Sulphur
Finland,2013,30.70041204,Sulphur
Finland,2012,22.15592964,Sulphur
Finland,2011,23.67410499,Sulphur
Finland,2010,21.79150298,Sulphur
Finland,2009,26.71052198,Sulphur
Finland,2008,26.6588884,Sulphur
Finland,2007,19.17386353,Sulphur
Finland,2006,27.564249,Sulphur
Finland,2005,22.18908594,Sulphur
Finland,2004,23.83809345,Sulphur
Finland,2003,25.56814686,Sulphur
Finland,2002,25.33507386,Sulphur
Finland,2001,25.52626053,Sulphur
Finland,2000,26.05970638,Sulphur
Finland,1999,30.75694442,Sulphur
Finland,1998,38.62456971,Sulphur
Finland,1997,50.10815992,Sulphur
Finland,1996,54.15934931,Sulphur
Finland,1995,36.98016459,Sulphur
Finland,1994,23.86100816,Sulphur
Finland,1993,19.74691169,Sulphur
Finland,1992,25.67092619,Sulphur
Finland,1991,40.16174421,Sulphur
Finland,1990,52.48329756,Sulphur
France,2014,470.9470552,Sulphur
France,2013,574.9698276,Sulphur
France,2012,644.3834397,Sulphur
France,2011,636.2106904,Sulphur
France,2010,860.2439271,Sulphur
France,2009,930.0187463,Sulphur
France,2008,1114.044956,Sulphur
France,2007,1153.074775,Sulphur
France,2006,1256.288519,Sulphur
France,2005,1360.010988,Sulphur
France,2004,1616.305474,Sulphur
France,2003,1585.088774,Sulphur
France,2002,1602.896852,Sulphur
France,2001,1933.4278,Sulphur
France,2000,2379.765315,Sulphur
France,1999,2485.681854,Sulphur
France,1998,2811.970794,Sulphur
France,1997,2697.740042,Sulphur
France,1996,2691.666537,Sulphur
France,1995,2633.008004,Sulphur
France,1994,2562.893674,Sulphur
France,1993,2401.590771,Sulphur
France,1992,2349.226253,Sulphur
France,1991,2297.476765,Sulphur
France,1990,2221.765783,Sulphur
Germany,2014,3396.171636,Sulphur
Germany,2013,3261.201658,Sulphur
Germany,2012,3154.894962,Sulphur
Germany,2011,3163.074969,Sulphur
Germany,2010,3047.037084,Sulphur
Germany,2009,2923.979076,Sulphur
Germany,2008,2971.21282,Sulphur
Germany,2007,3180.593286,Sulphur
Germany,2006,3241.500861,Sulphur
Germany,2005,3319.866592,Sulphur
Germany,2004,3243.551246,Sulphur
Germany,2003,3034.157688,Sulphur
Germany,2002,3087.04028,Sulphur
Germany,2001,3751.778684,Sulphur
Germany,2000,4072.497783,Sulphur
Germany,1999,4289.752189,Sulphur
Germany,1998,5888.914867,Sulphur
Germany,1997,6108.844118,Sulphur
Germany,1996,6162.492516,Sulphur
Germany,1995,6467.149524,Sulphur
Germany,1994,6249.227869,Sulphur
Germany,1993,5973.591374,Sulphur
Germany,1992,5237.807131,Sulphur
Germany,1991,4745.878769,Sulphur
Germany,1990,4343.638132,Sulphur
Greece,2014,4.921542857,Sulphur
Greece,2013,5.151171429,Sulphur
Greece,2012,5.048571429,Sulphur
Greece,2011,5.13,Sulphur
Greece,2010,5.8596,Sulphur
Greece,2009,5.016,Sulphur
Greece,2008,7.182,Sulphur
Greece,2007,9.462,Sulphur
Greece,2006,7.98,Sulphur
Greece,2005,6.156,Sulphur
Greece,2004,4.2636,Sulphur
Greece,2003,4.0584,Sulphur
Greece,2002,4.0584,Sulphur
Greece,2001,3.876,Sulphur
Greece,2000,3.8076,Sulphur
Greece,1999,3.6936,Sulphur
Greece,1998,3.6024,Sulphur
Greece,1997,3.5568,Sulphur
Greece,1996,3.5112,Sulphur
Greece,1995,3.42,Sulphur
Greece,1994,3.289356,Sulphur
Greece,1993,3.199182,Sulphur
Greece,1992,3.111288,Sulphur
Greece,1991,3.018948,Sulphur
Greece,1990,2.928888,Sulphur
Hungary,2014,104.0968316,Sulphur
Hungary,2013,122.9235884,Sulphur
Hungary,2012,120.2017682,Sulphur
Hungary,2011,106.9179866,Sulphur
Hungary,2010,98.72090283,Sulphur
Hungary,2009,90.53581101,Sulphur
Hungary,2008,108.2137003,Sulphur
Hungary,2007,121.163348,Sulphur
Hungary,2006,106.9355184,Sulphur
Hungary,2005,94.26157998,Sulphur
Hungary,2004,95.70484532,Sulphur
Hungary,2003,78.40140431,Sulphur
Hungary,2002,66.70875779,Sulphur
Hungary,2001,82.96144532,Sulphur
Hungary,2000,84.04418851,Sulphur
Hungary,1999,75.46520646,Sulphur
Hungary,1998,93.64184434,Sulphur
Hungary,1997,79.63453073,Sulphur
Hungary,1996,64.12784453,Sulphur
Hungary,1995,52.04072547,Sulphur
Hungary,1994,39.09183317,Sulphur
Hungary,1993,31.23130363,Sulphur
Hungary,1992,19.22250587,Sulphur
Hungary,1991,12.25542776,Sulphur
Hungary,1990,10.888824,Sulphur
Iceland,2014,2.215704,Sulphur
Iceland,2013,3.2018876,Sulphur
Iceland,2012,5.3221356,Sulphur
Iceland,2011,3.0451338,Sulphur
Iceland,2010,4.6639338,Sulphur
Iceland,2009,3.0246138,Sulphur
Iceland,2008,3.0063738,Sulphur
Iceland,2007,2.859405,Sulphur
Iceland,2006,2.517405,Sulphur
Iceland,2005,2.517405,Sulphur
Iceland,2004,1.314705,Sulphur
Iceland,2003,1.31157,Sulphur
Iceland,2002,1.31157,Sulphur
Iceland,2001,1.31157,Sulphur
Iceland,2000,1.31157,Sulphur
Iceland,1999,1.24374,Sulphur
Iceland,1998,1.24374,Sulphur
Iceland,1997,1.24374,Sulphur
Iceland,1996,1.24374,Sulphur
Iceland,1995,1.24374,Sulphur
Iceland,1994,1.24374,Sulphur
Iceland,1993,1.24374,Sulphur
Iceland,1992,1.24374,Sulphur
Iceland,1991,1.24374,Sulphur
Iceland,1990,1.096395,Sulphur
Ireland,2014,46.28960962,Sulphur
Ireland,2013,43.53476474,Sulphur
Ireland,2012,37.38870269,Sulphur
